,date,time,call_id,agent_id,answer_time_minute,answer_time_second,talk_time_minute,talk_time_second,escalation,abandoned_num,abandoned,csat,csat_value
4,8/17/2022,12:12 PM,2706,211,3,21,35,2,FALSE,0,FALSE,FALSE,
4,8/17/2022,12:33 PM,4711,212,3,18,55,3,FALSE,0,FALSE,TRUE,0
4,8/17/2022,7:19 AM,2704,211,4,21,12,19,TRUE,0,FALSE,FALSE,
4,8/17/2022,3:36 PM,4713,216,4,50,48,7,FALSE,0,FALSE,TRUE,0
4,8/17/2022,1:39 PM,4715,210,4,35,2,44,FALSE,0,FALSE,TRUE,0
4,8/17/2022,6:32 PM,4712,212,5,21,53,28,FALSE,0,FALSE,FALSE,
4,8/17/2022,2:39 PM,4167,210,5,27,0,0,FALSE,1,TRUE,FALSE,
4,8/17/2022,2:10 PM,4716,212,6,32,7,41,FALSE,0,FALSE,TRUE,0
4,8/17/2022,3:15 PM,2702,210,7,58,33,13,TRUE,0,FALSE,FALSE,
4,8/17/2022,1:42 PM,2707,211,1,1,35,46,TRUE,0,FALSE,FALSE,
4,8/24/2022,9:07 AM,4771,212,1,25,17,58,FALSE,0,FALSE,FALSE,
4,8/24/2022,3:05 PM,2760,212,2,26,26,36,TRUE,0,FALSE,FALSE,
4,8/24/2022,10:23 AM,4768,210,2,49,4,51,FALSE,0,FALSE,FALSE,
4,8/24/2022,6:02 PM,2761,216,3,24,6,22,TRUE,0,FALSE,FALSE,
4,8/24/2022,6:08 PM,2764,212,3,55,36,47,FALSE,0,FALSE,FALSE,
4,8/24/2022,3:22 PM,2765,211,3,42,55,55,TRUE,0,FALSE,FALSE,
4,8/24/2022,1:09 PM,4770,210,3,47,15,43,FALSE,0,FALSE,TRUE,0
4,8/24/2022,3:10 PM,4775,216,3,58,1,14,FALSE,0,FALSE,TRUE,0
4,8/24/2022,1:59 PM,4772,210,4,17,34,45,FALSE,0,FALSE,TRUE,0
4,8/24/2022,4:19 PM,4773,212,4,58,24,28,FALSE,0,FALSE,TRUE,0
4,8/24/2022,2:01 PM,2766,214,3,29,28,17,FALSE,0,FALSE,FALSE,
4,8/24/2022,5:35 PM,4769,210,5,52,59,55,FALSE,0,FALSE,TRUE,0
4,8/24/2022,9:06 AM,4774,211,1,0,0,0,FALSE,1,TRUE,FALSE,
4,8/24/2022,5:24 PM,2763,216,6,6,19,34,TRUE,0,FALSE,FALSE,
4,8/24/2022,5:38 PM,2166,210,1,20,19,27,TRUE,0,FALSE,FALSE,
4,8/24/2022,3:08 PM,2762,210,7,21,9,17,TRUE,0,FALSE,FALSE,
4,8/24/2022,4:31 PM,2767,213,3,18,33,42,FALSE,0,FALSE,TRUE,2
4,8/31/2022,4:39 PM,4828,216,0,12,49,56,TRUE,0,FALSE,FALSE,
4,8/31/2022,3:50 PM,2816,216,2,37,4,36,TRUE,0,FALSE,FALSE,
4,8/31/2022,10:36 AM,2817,213,2,23,24,27,TRUE,0,FALSE,FALSE,
4,8/31/2022,6:44 PM,2825,213,2,41,27,36,TRUE,0,FALSE,FALSE,
4,8/31/2022,11:40 AM,2826,214,2,24,25,3,FALSE,0,FALSE,FALSE,
4,8/31/2022,5:24 PM,4824,216,2,40,24,33,FALSE,0,FALSE,FALSE,
4,8/31/2022,6:31 PM,4833,212,2,21,57,13,FALSE,0,FALSE,TRUE,0
4,8/31/2022,3:56 PM,2824,216,3,44,57,59,TRUE,0,FALSE,FALSE,
4,8/31/2022,12:12 PM,4826,213,3,13,44,49,FALSE,0,FALSE,FALSE,
4,8/31/2022,3:53 PM,4834,212,3,50,36,14,FALSE,0,FALSE,TRUE,0
4,8/31/2022,6:27 PM,2818,213,4,32,29,45,FALSE,0,FALSE,TRUE,2
4,8/31/2022,4:43 PM,2823,210,4,43,54,2,FALSE,0,FALSE,FALSE,
4,8/31/2022,4:52 PM,4825,211,4,35,5,34,FALSE,0,FALSE,FALSE,
4,8/31/2022,10:51 AM,4827,214,4,2,30,34,FALSE,0,FALSE,TRUE,0
4,8/31/2022,11:25 AM,4829,212,4,44,28,42,FALSE,0,FALSE,FALSE,
4,8/31/2022,8:00 AM,4830,212,4,52,20,1,FALSE,0,FALSE,TRUE,0
4,8/31/2022,12:41 PM,4832,214,4,18,45,54,FALSE,0,FALSE,FALSE,
4,8/31/2022,8:21 AM,2820,210,5,4,56,1,FALSE,0,FALSE,FALSE,
4,8/31/2022,10:53 AM,2821,216,5,24,30,24,TRUE,0,FALSE,FALSE,
4,8/31/2022,2:55 PM,2819,214,4,6,19,19,TRUE,0,FALSE,FALSE,
4,8/31/2022,7:59 AM,2822,214,7,5,11,31,TRUE,0,FALSE,FALSE,
4,8/31/2022,5:44 PM,4831,211,3,2,39,19,FALSE,0,FALSE,FALSE,
4,8/31/2022,9:52 AM,4171,212,2,54,44,10,FALSE,0,FALSE,TRUE,0
4,9/7/2022,2:26 PM,4872,211,1,36,57,11,FALSE,0,FALSE,FALSE,
4,9/7/2022,10:33 AM,4874,210,1,38,41,33,FALSE,0,FALSE,TRUE,0
4,9/7/2022,3:44 PM,2865,216,2,49,25,16,TRUE,0,FALSE,FALSE,
4,9/7/2022,8:41 AM,4178,212,2,56,24,49,FALSE,0,FALSE,FALSE,
4,9/7/2022,10:16 AM,2866,210,3,23,16,59,FALSE,0,FALSE,FALSE,
4,9/7/2022,2:16 PM,2867,216,3,46,30,10,TRUE,0,FALSE,FALSE,
4,9/7/2022,7:40 AM,2864,216,4,20,36,42,TRUE,0,FALSE,FALSE,
4,9/7/2022,1:31 PM,4873,211,4,4,27,1,FALSE,0,FALSE,FALSE,
4,9/7/2022,4:02 PM,4876,213,5,19,56,3,FALSE,0,FALSE,TRUE,0
4,9/7/2022,12:23 PM,4871,212,6,48,14,47,FALSE,0,FALSE,FALSE,
4,9/7/2022,5:26 PM,4875,213,3,6,38,3,FALSE,0,FALSE,TRUE,0
4,9/7/2022,4:33 PM,2863,214,7,58,32,12,FALSE,0,FALSE,FALSE,
4,9/7/2022,2:26 PM,2868,213,3,30,12,17,FALSE,0,FALSE,FALSE,
4,9/14/2022,5:03 PM,4919,210,0,49,53,34,FALSE,0,FALSE,FALSE,
4,9/14/2022,6:29 PM,4920,212,0,27,51,38,FALSE,0,FALSE,TRUE,0
4,9/14/2022,8:34 AM,4179,212,1,12,53,21,FALSE,0,FALSE,TRUE,0
4,9/14/2022,5:31 PM,2907,216,2,12,43,22,TRUE,0,FALSE,FALSE,
4,9/14/2022,2:52 PM,2909,211,3,54,36,40,FALSE,0,FALSE,TRUE,2
4,9/14/2022,9:46 AM,2910,210,3,21,18,33,TRUE,0,FALSE,FALSE,
4,9/14/2022,4:22 PM,2912,214,3,44,35,41,FALSE,0,FALSE,FALSE,
4,9/14/2022,5:37 PM,4916,213,3,18,20,32,FALSE,0,FALSE,TRUE,0
4,9/14/2022,6:55 PM,2908,213,4,6,51,34,TRUE,0,FALSE,FALSE,
4,9/14/2022,4:02 PM,4915,216,4,39,48,15,FALSE,0,FALSE,TRUE,0
4,9/14/2022,3:46 PM,4917,216,4,4,34,21,FALSE,0,FALSE,FALSE,
4,9/14/2022,8:37 AM,2911,213,5,6,30,23,TRUE,0,FALSE,FALSE,
4,9/14/2022,11:34 AM,4918,212,2,15,30,55,FALSE,0,FALSE,TRUE,0
4,9/21/2022,1:05 PM,4954,214,0,43,32,17,FALSE,0,FALSE,FALSE,
4,9/21/2022,12:18 PM,4955,210,2,38,28,26,FALSE,0,FALSE,FALSE,
4,9/21/2022,3:11 PM,2946,214,3,47,15,10,FALSE,0,FALSE,TRUE,2
4,9/21/2022,7:06 AM,2948,216,3,52,38,15,FALSE,0,FALSE,FALSE,
4,9/21/2022,11:43 AM,4950,216,3,3,4,31,FALSE,0,FALSE,FALSE,
4,9/21/2022,9:35 AM,4951,216,3,25,42,21,FALSE,0,FALSE,FALSE,
4,9/21/2022,11:33 AM,4952,214,3,45,8,10,FALSE,0,FALSE,FALSE,
4,9/21/2022,11:58 AM,4956,213,3,38,40,34,FALSE,0,FALSE,FALSE,
4,9/21/2022,4:06 PM,2942,212,4,0,57,4,TRUE,0,FALSE,FALSE,
4,9/21/2022,11:50 AM,2943,213,4,54,34,10,FALSE,0,FALSE,FALSE,
4,9/21/2022,8:48 AM,2945,216,4,3,3,13,FALSE,0,FALSE,TRUE,3
4,9/21/2022,11:52 AM,4953,213,5,3,58,55,FALSE,0,FALSE,FALSE,
4,9/21/2022,11:38 AM,2178,212,6,56,3,41,TRUE,0,FALSE,FALSE,
4,9/21/2022,7:46 AM,2944,211,2,8,36,26,FALSE,0,FALSE,FALSE,
4,9/21/2022,2:52 PM,2947,216,3,59,30,11,TRUE,0,FALSE,FALSE,
4,9/28/2022,3:21 PM,4186,210,1,39,19,47,FALSE,0,FALSE,TRUE,0
4,9/28/2022,6:09 PM,2986,210,2,45,28,36,TRUE,0,FALSE,FALSE,
4,9/28/2022,5:55 PM,4997,211,2,41,19,39,FALSE,0,FALSE,TRUE,0
4,9/28/2022,12:29 PM,2985,212,3,12,53,27,FALSE,0,FALSE,TRUE,5
4,9/28/2022,1:30 PM,2988,210,3,9,24,18,FALSE,0,FALSE,FALSE,
4,9/28/2022,2:31 PM,2990,211,3,24,56,43,TRUE,0,FALSE,FALSE,
4,9/28/2022,12:58 PM,4994,214,3,42,20,20,FALSE,0,FALSE,TRUE,0
4,9/28/2022,7:12 AM,2989,214,4,50,35,10,FALSE,0,FALSE,FALSE,
4,9/28/2022,11:53 AM,4993,214,4,55,18,19,FALSE,0,FALSE,FALSE,
4,9/28/2022,4:05 PM,4998,211,4,50,23,31,FALSE,0,FALSE,FALSE,
4,9/28/2022,9:13 AM,4996,213,6,18,27,14,FALSE,0,FALSE,FALSE,
4,9/28/2022,8:15 AM,2987,216,3,45,27,51,FALSE,0,FALSE,TRUE,1
4,9/28/2022,4:31 PM,4995,216,3,29,43,37,FALSE,0,FALSE,TRUE,0
5,1/6/2022,4:46 PM,1022,216,1,11,22,56,FALSE,0,FALSE,FALSE,
5,1/6/2022,11:05 AM,3034,206,1,17,0,46,FALSE,0,FALSE,TRUE,1
5,1/6/2022,11:21 AM,1019,210,2,5,48,30,FALSE,0,FALSE,FALSE,
5,1/6/2022,4:24 PM,1025,213,3,46,4,31,FALSE,0,FALSE,TRUE,2
5,1/6/2022,8:06 AM,3026,209,3,50,57,1,FALSE,0,FALSE,FALSE,
5,1/6/2022,1:54 PM,3033,214,3,36,10,52,FALSE,0,FALSE,FALSE,
5,1/6/2022,11:27 AM,3035,210,3,46,57,59,TRUE,0,FALSE,FALSE,
5,1/6/2022,9:18 AM,4191,211,3,42,19,41,FALSE,0,FALSE,TRUE,0
5,1/6/2022,4:50 PM,1016,216,4,38,8,46,FALSE,0,FALSE,TRUE,4
5,1/6/2022,10:45 AM,1018,210,4,20,48,50,FALSE,0,FALSE,TRUE,3
5,1/6/2022,1:34 PM,1021,214,4,7,2,48,FALSE,0,FALSE,FALSE,
5,1/6/2022,4:10 PM,3029,209,4,4,44,52,FALSE,0,FALSE,TRUE,5
5,1/6/2022,9:35 AM,3031,216,4,22,24,4,FALSE,0,FALSE,TRUE,5
5,1/6/2022,7:15 AM,3036,211,4,19,4,35,FALSE,0,FALSE,TRUE,0
5,1/6/2022,8:13 AM,1017,213,5,35,0,0,TRUE,1,TRUE,FALSE,
5,1/6/2022,10:34 AM,3030,211,3,16,38,17,FALSE,0,FALSE,FALSE,
5,1/6/2022,2:04 PM,3032,224,5,44,25,26,FALSE,0,FALSE,FALSE,
5,1/6/2022,2:30 PM,1023,214,6,15,30,32,FALSE,0,FALSE,FALSE,
5,1/6/2022,12:32 PM,1024,210,3,38,33,34,TRUE,0,FALSE,FALSE,
5,1/6/2022,7:03 AM,3028,220,6,40,0,0,FALSE,1,TRUE,FALSE,
5,1/6/2022,10:47 AM,1015,210,3,23,53,54,FALSE,0,FALSE,TRUE,4
5,1/6/2022,7:48 AM,1020,212,7,58,39,32,FALSE,0,FALSE,TRUE,2
5,1/6/2022,1:32 PM,3027,211,3,15,48,38,TRUE,0,FALSE,FALSE,
5,1/13/2022,5:46 PM,1081,216,1,26,26,37,FALSE,0,FALSE,TRUE,5
5,1/13/2022,2:52 PM,1083,213,1,56,12,12,FALSE,0,FALSE,FALSE,
5,1/13/2022,2:56 PM,3096,211,1,33,17,1,FALSE,0,FALSE,TRUE,0
5,1/13/2022,1:09 PM,3089,212,2,25,24,56,FALSE,0,FALSE,TRUE,0
5,1/13/2022,7:45 AM,3090,211,2,3,25,36,FALSE,0,FALSE,TRUE,0
5,1/13/2022,4:57 PM,3094,214,2,57,27,11,FALSE,0,FALSE,FALSE,
5,1/13/2022,9:04 AM,3095,214,2,18,38,52,FALSE,0,FALSE,FALSE,
5,1/13/2022,10:47 AM,1077,213,3,19,18,47,FALSE,0,FALSE,TRUE,2
5,1/13/2022,3:35 PM,1078,216,3,36,42,9,FALSE,0,FALSE,TRUE,1
5,1/13/2022,2:33 PM,1079,211,3,18,55,33,FALSE,0,FALSE,TRUE,2
5,1/13/2022,11:19 AM,1082,210,3,28,0,0,FALSE,1,TRUE,FALSE,
5,1/13/2022,7:22 AM,1084,210,3,27,52,38,FALSE,0,FALSE,FALSE,
5,1/13/2022,10:32 AM,3087,216,3,21,12,2,FALSE,0,FALSE,FALSE,
5,1/13/2022,6:14 PM,3088,212,3,37,16,44,FALSE,0,FALSE,FALSE,
5,1/13/2022,3:28 PM,3092,212,3,57,11,31,FALSE,0,FALSE,TRUE,0
5,1/13/2022,4:13 PM,1085,211,4,38,44,17,FALSE,0,FALSE,TRUE,5
5,1/13/2022,12:15 PM,3093,212,4,30,50,53,FALSE,0,FALSE,FALSE,
5,1/13/2022,11:06 AM,3567,216,4,15,44,25,FALSE,0,FALSE,FALSE,
5,1/13/2022,11:12 AM,1076,210,5,1,0,0,FALSE,1,TRUE,FALSE,
5,1/13/2022,5:26 PM,1080,212,5,49,2,59,FALSE,0,FALSE,FALSE,
5,1/13/2022,5:48 PM,3091,214,6,1,54,47,FALSE,0,FALSE,FALSE,
5,1/13/2022,10:55 AM,2187,212,1,34,17,5,TRUE,0,FALSE,FALSE,
5,1/20/2022,9:26 AM,1140,211,1,4,0,0,FALSE,1,TRUE,FALSE,
5,1/20/2022,1:30 PM,1144,213,2,52,13,2,FALSE,0,FALSE,FALSE,
5,1/20/2022,3:48 PM,3154,214,2,9,56,37,FALSE,0,FALSE,FALSE,
5,1/20/2022,8:44 AM,1142,214,3,28,13,45,FALSE,0,FALSE,TRUE,5
5,1/20/2022,6:28 PM,1145,214,3,2,42,19,FALSE,0,FALSE,TRUE,5
5,1/20/2022,11:50 AM,3155,213,3,50,3,50,FALSE,0,FALSE,TRUE,0
5,1/20/2022,10:53 AM,3156,216,3,30,49,9,FALSE,0,FALSE,FALSE,
5,1/20/2022,2:18 PM,1143,211,4,44,52,57,FALSE,0,FALSE,TRUE,4
5,1/20/2022,9:07 AM,3151,216,4,17,16,25,FALSE,0,FALSE,TRUE,0
5,1/20/2022,5:51 PM,3157,213,4,42,41,24,FALSE,0,FALSE,FALSE,
5,1/20/2022,7:10 AM,3574,216,1,52,16,3,FALSE,0,FALSE,TRUE,0
5,1/20/2022,1:16 PM,1141,212,6,22,0,22,FALSE,0,FALSE,FALSE,
5,1/20/2022,10:37 AM,3153,214,6,20,11,32,FALSE,0,FALSE,FALSE,
5,1/20/2022,1:05 PM,2194,212,1,35,32,34,FALSE,0,FALSE,TRUE,3
5,1/20/2022,12:31 PM,1146,212,8,48,34,38,FALSE,0,FALSE,FALSE,
5,1/20/2022,9:19 AM,3152,216,2,58,29,7,FALSE,0,FALSE,TRUE,0
5,1/27/2022,1:34 PM,1198,214,1,11,27,28,FALSE,0,FALSE,FALSE,
5,1/27/2022,10:57 AM,1201,210,1,0,14,58,FALSE,0,FALSE,FALSE,
5,1/27/2022,10:28 AM,3209,216,1,28,36,11,FALSE,0,FALSE,FALSE,
5,1/27/2022,11:42 AM,3212,213,1,57,31,29,FALSE,0,FALSE,FALSE,
5,1/27/2022,7:53 AM,1203,212,2,0,15,10,FALSE,0,FALSE,TRUE,1
5,1/27/2022,3:35 PM,1205,212,2,13,47,30,FALSE,0,FALSE,TRUE,5
5,1/27/2022,4:11 PM,1199,212,3,33,17,31,FALSE,0,FALSE,TRUE,3
5,1/27/2022,10:54 AM,1204,212,3,53,33,39,FALSE,0,FALSE,TRUE,3
5,1/27/2022,4:49 PM,3207,216,3,36,38,35,FALSE,0,FALSE,TRUE,0
5,1/27/2022,2:55 PM,3211,214,3,36,53,44,FALSE,0,FALSE,FALSE,
5,1/27/2022,10:44 AM,3215,213,3,54,52,23,FALSE,0,FALSE,TRUE,0
5,1/27/2022,4:16 PM,3216,214,3,10,25,10,FALSE,0,FALSE,FALSE,
5,1/27/2022,12:47 PM,1570,212,3,21,50,8,FALSE,0,FALSE,TRUE,1
5,1/27/2022,3:18 PM,3213,214,4,21,41,57,FALSE,0,FALSE,TRUE,0
5,1/27/2022,7:45 AM,1197,212,5,29,45,23,FALSE,0,FALSE,FALSE,
5,1/27/2022,9:35 AM,4197,212,5,51,23,20,FALSE,0,FALSE,TRUE,0
5,1/27/2022,9:45 AM,1202,214,6,32,40,37,FALSE,0,FALSE,TRUE,5
5,1/27/2022,4:16 PM,3214,210,2,36,35,20,FALSE,0,FALSE,FALSE,
5,1/27/2022,4:52 PM,1200,213,7,17,8,1,FALSE,0,FALSE,FALSE,
5,1/27/2022,10:57 AM,3208,213,2,14,28,49,FALSE,0,FALSE,FALSE,
5,1/27/2022,6:41 PM,1196,211,8,40,43,11,FALSE,0,FALSE,TRUE,3
5,1/27/2022,3:06 PM,3210,216,1,4,37,30,FALSE,0,FALSE,TRUE,0
5,2/3/2022,12:10 PM,3266,212,1,12,11,50,FALSE,0,FALSE,FALSE,
5,2/3/2022,1:30 PM,3271,216,2,36,2,33,FALSE,0,FALSE,FALSE,
5,2/3/2022,2:01 PM,3273,211,2,45,30,49,FALSE,0,FALSE,TRUE,0
5,2/3/2022,5:34 PM,3580,212,2,57,2,24,FALSE,0,FALSE,TRUE,0
5,2/3/2022,3:12 PM,1251,210,3,0,28,35,FALSE,0,FALSE,TRUE,2
5,2/3/2022,7:38 AM,1252,211,3,49,32,17,FALSE,0,FALSE,TRUE,3
5,2/3/2022,4:35 PM,1253,212,3,54,56,17,FALSE,0,FALSE,FALSE,
5,2/3/2022,3:53 PM,1258,212,3,26,7,47,FALSE,0,FALSE,TRUE,4
5,2/3/2022,12:04 PM,3262,210,3,8,12,12,FALSE,0,FALSE,TRUE,0
5,2/3/2022,9:45 AM,3267,216,3,7,29,17,FALSE,0,FALSE,TRUE,0
5,2/3/2022,4:03 PM,1254,211,4,39,2,50,FALSE,0,FALSE,FALSE,
5,2/3/2022,5:38 PM,1257,212,4,45,21,57,FALSE,0,FALSE,FALSE,
5,2/3/2022,2:39 PM,1259,210,4,43,50,52,FALSE,0,FALSE,TRUE,3
5,2/3/2022,11:18 AM,1260,212,4,20,35,35,FALSE,0,FALSE,TRUE,1
5,2/3/2022,2:13 PM,1262,213,4,12,9,0,FALSE,0,FALSE,FALSE,
5,2/3/2022,12:55 PM,3274,210,4,31,36,6,FALSE,0,FALSE,TRUE,0
5,2/3/2022,2:56 PM,1255,210,5,37,38,32,FALSE,0,FALSE,TRUE,2
5,2/3/2022,7:34 AM,1256,210,4,47,8,26,FALSE,0,FALSE,TRUE,1
5,2/3/2022,10:06 AM,1261,216,5,56,49,44,FALSE,0,FALSE,FALSE,
5,2/3/2022,10:11 AM,3268,211,3,28,43,7,FALSE,0,FALSE,TRUE,0
5,2/3/2022,5:51 PM,1263,216,6,36,11,46,FALSE,0,FALSE,TRUE,3
5,2/3/2022,10:01 AM,3263,214,3,46,24,6,FALSE,0,FALSE,FALSE,
5,2/3/2022,5:05 PM,3269,210,6,7,25,51,FALSE,0,FALSE,FALSE,
5,2/3/2022,9:55 AM,4204,212,6,9,1,28,FALSE,0,FALSE,TRUE,0
5,2/3/2022,7:13 AM,3264,213,1,59,14,33,FALSE,0,FALSE,FALSE,
5,2/3/2022,2:29 PM,3270,213,7,15,50,26,FALSE,0,FALSE,FALSE,
5,2/3/2022,5:20 PM,2066,213,7,58,56,28,TRUE,0,FALSE,FALSE,
5,2/3/2022,7:45 AM,3272,213,1,21,42,8,FALSE,0,FALSE,TRUE,0
5,2/3/2022,1:58 PM,3265,213,4,5,55,27,FALSE,0,FALSE,TRUE,0
5,2/10/2022,5:33 PM,1312,210,2,14,33,11,FALSE,0,FALSE,FALSE,
5,2/10/2022,3:22 PM,3323,212,2,48,49,6,FALSE,0,FALSE,FALSE,
5,2/10/2022,11:31 AM,1576,212,2,45,21,23,FALSE,0,FALSE,FALSE,
5,2/10/2022,7:41 AM,1318,211,3,7,6,32,FALSE,0,FALSE,TRUE,5
5,2/10/2022,3:56 PM,3324,210,3,1,4,9,FALSE,0,FALSE,TRUE,0
5,2/10/2022,1:10 PM,3330,213,3,22,20,51,FALSE,0,FALSE,TRUE,0
5,2/10/2022,8:19 AM,1314,211,4,7,28,31,FALSE,0,FALSE,FALSE,
5,2/10/2022,11:10 AM,1315,216,4,34,46,39,FALSE,0,FALSE,FALSE,
5,2/10/2022,6:53 PM,1316,213,4,33,0,54,FALSE,0,FALSE,TRUE,3
5,2/10/2022,11:00 AM,3326,212,4,2,45,30,FALSE,0,FALSE,FALSE,
5,2/10/2022,7:36 AM,1313,211,5,48,32,18,FALSE,0,FALSE,TRUE,5
5,2/10/2022,11:38 AM,3327,214,5,51,51,9,FALSE,0,FALSE,FALSE,
5,2/10/2022,8:45 AM,4069,214,3,27,0,0,FALSE,1,TRUE,FALSE,
5,2/10/2022,4:57 PM,2203,211,5,13,20,26,FALSE,0,FALSE,TRUE,1
5,2/10/2022,7:51 AM,1317,211,6,19,45,7,FALSE,0,FALSE,TRUE,5
5,2/10/2022,3:02 PM,1319,211,4,11,52,33,FALSE,0,FALSE,TRUE,5
5,2/10/2022,12:56 PM,3325,214,7,44,56,24,FALSE,0,FALSE,TRUE,0
5,2/10/2022,12:03 PM,3328,212,7,58,9,20,FALSE,0,FALSE,FALSE,
5,2/10/2022,10:16 AM,3329,210,3,6,23,44,FALSE,0,FALSE,TRUE,0
5,2/17/2022,12:06 PM,1380,211,1,58,45,20,FALSE,0,FALSE,TRUE,2
5,2/17/2022,9:31 AM,3584,210,1,7,23,30,FALSE,0,FALSE,FALSE,
5,2/17/2022,7:16 AM,1379,213,2,7,12,33,FALSE,0,FALSE,FALSE,
5,2/17/2022,5:50 PM,3386,214,2,36,28,40,FALSE,0,FALSE,FALSE,
5,2/17/2022,9:15 AM,1372,214,3,29,2,23,FALSE,0,FALSE,TRUE,5
5,2/17/2022,4:00 PM,3382,212,3,5,26,5,FALSE,0,FALSE,FALSE,
5,2/17/2022,8:36 AM,3384,213,3,9,28,3,FALSE,0,FALSE,FALSE,
5,2/17/2022,6:14 PM,3387,211,3,4,14,43,FALSE,0,FALSE,FALSE,
5,2/17/2022,11:01 AM,3389,212,3,27,26,54,FALSE,0,FALSE,FALSE,
5,2/17/2022,9:32 AM,3390,210,3,4,23,10,FALSE,0,FALSE,TRUE,0
5,2/17/2022,3:15 PM,3391,211,3,7,23,23,FALSE,0,FALSE,FALSE,
5,2/17/2022,9:28 AM,4212,210,3,6,29,10,FALSE,0,FALSE,TRUE,0
5,2/17/2022,9:54 AM,1371,214,4,28,13,15,FALSE,0,FALSE,TRUE,3
5,2/17/2022,7:30 AM,1374,211,4,26,53,10,FALSE,0,FALSE,TRUE,5
5,2/17/2022,9:08 AM,1375,210,4,51,35,21,FALSE,0,FALSE,TRUE,2
5,2/17/2022,11:47 AM,3385,212,4,15,32,58,FALSE,0,FALSE,FALSE,
5,2/17/2022,4:59 PM,1373,216,5,4,15,17,FALSE,0,FALSE,TRUE,2
5,2/17/2022,11:12 AM,1376,211,6,32,12,57,FALSE,0,FALSE,FALSE,
5,2/17/2022,1:07 PM,3383,212,6,33,43,6,FALSE,0,FALSE,TRUE,0
5,2/17/2022,5:49 PM,1377,214,7,37,38,16,FALSE,0,FALSE,FALSE,
5,2/17/2022,2:27 PM,1378,214,7,44,53,9,FALSE,0,FALSE,TRUE,3
5,2/17/2022,1:27 PM,4076,210,8,13,4,36,FALSE,0,FALSE,TRUE,0
5,2/17/2022,6:02 PM,3388,216,10,46,17,36,TRUE,0,FALSE,FALSE,
5,2/24/2022,5:27 PM,3442,210,1,20,36,13,FALSE,0,FALSE,TRUE,0
5,2/24/2022,3:46 PM,1433,216,2,58,5,15,FALSE,0,FALSE,TRUE,3
5,2/24/2022,11:56 AM,3438,213,2,29,23,50,FALSE,0,FALSE,FALSE,
5,2/24/2022,5:15 PM,1427,211,3,29,12,48,FALSE,0,FALSE,FALSE,
5,2/24/2022,6:48 PM,3441,214,3,22,7,33,FALSE,0,FALSE,TRUE,0
5,2/24/2022,6:43 PM,3443,214,3,21,6,18,FALSE,0,FALSE,TRUE,0
5,2/24/2022,3:25 PM,1428,213,4,59,32,10,FALSE,0,FALSE,FALSE,
5,2/24/2022,7:20 AM,1431,214,4,35,14,28,FALSE,0,FALSE,TRUE,3
5,2/24/2022,6:01 PM,1432,214,4,5,3,21,FALSE,0,FALSE,FALSE,
5,2/24/2022,3:44 PM,1434,213,4,24,41,10,FALSE,0,FALSE,TRUE,5
5,2/24/2022,6:09 PM,3444,212,4,0,54,31,TRUE,0,FALSE,FALSE,
5,2/24/2022,11:50 AM,1429,216,5,56,2,45,FALSE,0,FALSE,FALSE,
5,2/24/2022,9:33 AM,3445,211,5,10,42,55,FALSE,0,FALSE,FALSE,
5,2/24/2022,8:26 AM,1426,210,7,26,50,4,FALSE,0,FALSE,FALSE,
5,2/24/2022,3:22 PM,3591,212,7,59,3,36,FALSE,0,FALSE,TRUE,0
5,2/24/2022,6:38 PM,2075,213,7,21,26,53,FALSE,0,FALSE,TRUE,3
5,2/24/2022,5:53 PM,4215,216,7,5,10,30,FALSE,0,FALSE,FALSE,
5,2/24/2022,10:48 AM,1430,214,8,11,9,57,FALSE,0,FALSE,FALSE,
5,2/24/2022,8:48 AM,3437,216,8,52,10,7,FALSE,0,FALSE,FALSE,
5,2/24/2022,5:56 PM,3439,214,8,1,48,1,FALSE,0,FALSE,FALSE,
5,2/24/2022,6:55 PM,3440,214,9,13,36,59,FALSE,0,FALSE,TRUE,0
5,3/3/2022,2:19 PM,1587,211,0,42,8,49,FALSE,0,FALSE,TRUE,1
5,3/3/2022,5:38 PM,1482,216,1,48,32,40,FALSE,0,FALSE,TRUE,1
5,3/3/2022,8:49 AM,3493,211,1,42,55,3,FALSE,0,FALSE,TRUE,0
5,3/3/2022,4:33 PM,3494,211,1,47,1,15,FALSE,0,FALSE,FALSE,
5,3/3/2022,10:05 AM,3498,210,1,19,29,40,FALSE,0,FALSE,FALSE,
5,3/3/2022,11:06 AM,1485,213,3,49,12,11,FALSE,0,FALSE,FALSE,
5,3/3/2022,12:25 PM,3492,212,3,44,58,56,FALSE,0,FALSE,FALSE,
5,3/3/2022,11:49 AM,3495,213,3,12,28,18,FALSE,0,FALSE,TRUE,0
5,3/3/2022,3:33 PM,3497,214,3,5,45,13,FALSE,0,FALSE,FALSE,
5,3/3/2022,9:30 AM,3499,216,3,17,10,11,FALSE,0,FALSE,FALSE,
5,3/3/2022,7:47 AM,1481,211,4,36,35,51,FALSE,0,FALSE,TRUE,5
5,3/3/2022,3:23 PM,1483,216,4,12,27,43,FALSE,0,FALSE,FALSE,
5,3/3/2022,1:00 PM,1487,214,4,14,9,29,FALSE,0,FALSE,FALSE,
5,3/3/2022,8:54 AM,1488,213,4,27,48,34,FALSE,0,FALSE,FALSE,
